anio;provincia;sector;subsector;tipo_de_gas;valor_toneladas_gas;valor_toneladas_co2e
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;118.07;3306.00
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;2391.09;66950.49
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;1043.91;29229.49
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;57.12;1599.40
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;1548.78;43365.88
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;90.35;2529.73
;;;;;;
2017;Mendoza;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;211.31;5916.68
;;;;;;
2017;Misiones;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;294.18;8236.99
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;130.62;3657.27
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;361.94;10134.40
;;;;;;
2017;Salta;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;599.21;16777.82
;;;;;;
2017;San Juan;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;18.22;510.18
;;;;;;
2017;San Luis;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;762.98;21363.50
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;60.04;1681.19
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;3163.68;88582.92
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;760.71;21299.76
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;80.22;2246.08
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3B. Gestion del estioercol;CH4;24.73;692.57
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.00;0.21
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;235.28;62349.56
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;8.11;2148.31
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;133.21;35301.62
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;21.76;5767.70
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;14.64;3879.18
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;87.59;23211.37
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;26.01;6893.91
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;4.17;1104.61
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;43.78;11600.95
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;3.92;1039.51
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;13.48;3571.69
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;32.97;8737.66
;;;;;;
2017;Salta;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;43.88;11628.74
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;5.60;1485.22
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;61.92;16410.12
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;56.24;14904.87
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;5.86;1553.59
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;2.60;689.37
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.00;0.97
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;3197.26;847273.18
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;34.12;9042.39
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;601.28;159339.48
;;;;;;
2017;Corrientes;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;850.87;225479.32
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;435.15;115314.04
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;32.12;8511.36
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;727.00;192654.58
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;276.42;73250.24
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;14.68;3890.31
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;511.07;135433.16
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;24.26;6429.49
;;;;;;
2017;Mendoza;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;68.46;18140.75
;;;;;;
2017;Misiones;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;79.67;21112.70
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;35.79;9485.46
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;99.77;26440.19
;;;;;;
2017;Salta;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;153.76;40746.67
;;;;;;
2017;San Juan;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;5.99;1586.30
;;;;;;
2017;San Luis;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;250.67;66428.85
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;16.53;4381.18
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;905.02;239829.63
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;195.46;51796.06
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;20.58;5454.78
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;6.78;1798.00
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.00;0.35
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;493.58;130799.33
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;9.89;2620.65
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;260.54;69043.47
;;;;;;
2017;Corrientes;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;101.26;26833.82
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;61.13;16198.80
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;8.45;2239.57
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;222.98;59089.65
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;48.70;12904.25
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;4.90;1297.82
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;174.45;46230.08
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;5.88;1557.58
;;;;;;
2017;Mendoza;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;10.75;2847.89
;;;;;;
2017;Misiones;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;10.07;2669.65
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;8.46;2241.63
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;20.23;5360.94
;;;;;;
2017;Salta;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;52.20;13834.25
;;;;;;
2017;San Juan;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.54;407.57
;;;;;;
2017;San Luis;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;64.59;17115.26
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;3.44;911.39
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;240.89;63836.58
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;63.67;16873.51
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;7.10;1882.33
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.54;408.80
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.00;0.51
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1678.56;444818.42
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;17.91;4747.26
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;315.67;83653.23
;;;;;;
2017;Corrientes;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;446.70;118376.64
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;228.45;60539.87
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;16.86;4468.46
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;381.67;101143.65
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;145.12;38456.38
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;7.71;2042.41
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;268.31;71102.41
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;12.74;3375.48
;;;;;;
2017;Mendoza;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;35.94;9523.89
;;;;;;
2017;Misiones;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;41.83;11084.17
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;18.79;4979.86
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;52.38;13881.10
;;;;;;
2017;Salta;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;80.72;21392.00
;;;;;;
2017;San Juan;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;3.14;832.81
;;;;;;
2017;San Luis;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;131.60;34875.14
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;8.68;2300.12
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;475.13;125910.56
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;102.61;27192.93
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;10.81;2863.76
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;3.56;943.95
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.00;0.64
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2110.19;559200.30
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;22.52;5967.98
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;396.85;105164.06
;;;;;;
2017;Corrientes;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;561.57;148816.35
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;287.20;76107.27
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;21.20;5617.49
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;479.82;127152.02
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;182.43;48345.16
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;9.69;2567.61
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;337.31;89385.88
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;16.01;4243.47
;;;;;;
2017;Mendoza;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;45.18;11972.90
;;;;;;
2017;Misiones;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;52.58;13934.38
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;23.62;6260.40
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;65.85;17450.53
;;;;;;
2017;Salta;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;101.48;26892.80
;;;;;;
2017;San Juan;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;3.95;1046.96
;;;;;;
2017;San Luis;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;165.45;43843.04
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;10.91;2891.58
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;597.31;158287.56
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;129.00;34185.40
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;13.59;3600.16
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;4.48;1186.68
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.00;0.07
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;103.65;27467.86
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2.08;550.34
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;54.71;14499.13
;;;;;;
2017;Corrientes;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;21.26;5635.10
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;12.84;3401.75
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.77;470.31
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;46.83;12408.83
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;10.23;2709.89
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.03;272.54
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;36.64;9708.32
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.23;327.09
;;;;;;
2017;Mendoza;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2.26;598.06
;;;;;;
2017;Misiones;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2.12;560.63
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.78;470.74
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;4.25;1125.80
;;;;;;
2017;Salta;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;10.96;2905.19
;;;;;;
2017;San Juan;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.32;85.59
;;;;;;
2017;San Luis;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;13.56;3594.20
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.72;191.39
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;50.59;13405.68
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;13.37;3543.44
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.49;395.29
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.32;85.85
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.00;0.09
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;130.31;34531.02
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2.61;691.85
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;68.78;18227.48
;;;;;;
2017;Corrientes;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;26.73;7084.13
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;16.14;4276.48
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2.23;591.25
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;58.87;15599.67
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;12.86;3406.72
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.29;342.62
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;46.06;12204.74
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.55;411.20
;;;;;;
2017;Mendoza;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2.84;751.84
;;;;;;
2017;Misiones;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2.66;704.79
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;2.23;591.79
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;5.34;1415.29
;;;;;;
2017;Salta;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;13.78;3652.24
;;;;;;
2017;San Juan;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.41;107.60
;;;;;;
2017;San Luis;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;17.05;4518.43
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.91;240.61
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;63.60;16852.86
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;16.81;4454.61
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;1.88;496.94
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3D. Suelos agro­colas;N2O;0.41;107.92
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.00;0.05
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;67.26;17824.85
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;1.78;472.20
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;36.66;9714.86
;;;;;;
2017;Corrientes;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;7.62;2019.75
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;7.39;1957.44
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;2.51;665.04
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;27.99;7418.29
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;6.99;1853.60
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.90;239.06
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;18.73;4964.42
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.94;250.28
;;;;;;
2017;Mendoza;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.81;214.36
;;;;;;
2017;Misiones;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.76;200.94
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;2.36;625.84
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;5.74;1521.79
;;;;;;
2017;Salta;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;9.55;2529.58
;;;;;;
2017;San Juan;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.12;30.68
;;;;;;
2017;San Luis;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;4.86;1288.25
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.98;258.68
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;26.06;6905.13
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;11.99;3177.63
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;1.28;340.51
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.45;119.00
;;;;;;
2017;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.00;0.00
;;;;;;
2017;Buenos Aires;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;4.53;1200.23
;;;;;;
2017;Catamarca;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.16;41.35
;;;;;;
2017;Cordoba;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;2.56;679.56
;;;;;;
2017;Chaco;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.42;111.03
;;;;;;
2017;Chubut;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.28;74.67
;;;;;;
2017;Entre Ro­os;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;1.69;446.82
;;;;;;
2017;Formosa;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.50;132.71
;;;;;;
2017;Jujuy;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.08;21.26
;;;;;;
2017;La Pampa;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.84;223.32
;;;;;;
2017;La Rioja;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.08;20.01
;;;;;;
2017;Neuquoen;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.26;68.75
;;;;;;
2017;Ro­o Negro;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.63;168.20
;;;;;;
2017;Salta;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.84;223.85
;;;;;;
2017;Santa Cruz;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.11;28.59
;;;;;;
2017;Santa Fe;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;1.19;315.89
;;;;;;
2017;Santiago del Estero;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;1.08;286.92
;;;;;;
2017;Tucuman;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.11;29.91
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Agricultura y Ganaderia;3B. Gestion del estioercol;N2O;0.05;13.27
;;;;;;
2018;Ciudad Autonoma de Buenos Aires;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;0.71;19.93
;;;;;;
2018;Buenos Aires;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;766267.23;21455482.36
;;;;;;
2018;Catamarca;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;12228.18;342389.04
;;;;;;
2018;Cordoba;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;163567.07;4579877.96
;;;;;;
2018;Corrientes;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;258052.17;7225460.69
;;;;;;
2018;Chaco;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;137698.07;3855545.91
;;;;;;
2018;Chubut;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;10276.42;287739.80
;;;;;;
2018;Entre Ro­os;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;201157.26;5632403.26
;;;;;;
2018;Formosa;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;87975.63;2463317.52
;;;;;;
2018;Jujuy;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;5032.15;140900.08
;;;;;;
2018;La Pampa;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;145747.83;4080939.31
;;;;;;
2018;La Rioja;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;8449.75;236593.06
;;;;;;
2018;Mendoza;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;22313.69;624783.21
;;;;;;
2018;Misiones;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;24095.68;674678.95
;;;;;;
2018;Neuquoen;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;10374.82;290494.88
;;;;;;
2018;Ro­o Negro;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;31346.10;877690.90
;;;;;;
2018;Salta;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;55915.42;1565631.82
;;;;;;
2018;San Juan;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;2013.79;56386.07
;;;;;;
2018;San Luis;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;76964.42;2155003.80
;;;;;;
2018;Santa Cruz;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;5576.68;156147.14
;;;;;;
2018;Santa Fe;Agricultura y Ganaderia;3A. Fermentacion entoerica;CH4;260606.64;7296985.99
;;;;;;
