anio;provincia;sector;subsector;tipo_de_gas;valor_toneladas_gas;valor_toneladas_co2e
;;;;;;
2021;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;3601.77;3601.77
;;;;;;
2021;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;12.21;12.21
;;;;;;
2021;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;6.98;6.98
;;;;;;
2021;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;362.64;362.64
;;;;;;
2021;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;1450.76;1450.76
;;;;;;
2021;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;9248.36;9248.36
;;;;;;
2021;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;683.33;683.33
;;;;;;
2021;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;112.01;112.01
;;;;;;
2021;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;1785.17;1785.17
;;;;;;
2021;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;109.65;109.65
;;;;;;
2022;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;3577.33;3577.33
;;;;;;
2022;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;17.00;17.00
;;;;;;
2022;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;4.73;4.73
;;;;;;
2022;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;387.42;387.42
;;;;;;
2022;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;1432.03;1432.03
;;;;;;
2022;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;13112.04;13112.04
;;;;;;
2022;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;632.32;632.32
;;;;;;
2022;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;115.88;115.88
;;;;;;
2022;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;1752.41;1752.41
;;;;;;
2022;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CO2;89.13;89.13
;;;;;;
2010;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;192.01;5376.18
;;;;;;
2010;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;2.51;70.32
;;;;;;
2010;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.44;12.38
;;;;;;
2010;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;29.26;819.32
;;;;;;
2010;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;107.17;3000.87
;;;;;;
2010;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;156.49;4381.61
;;;;;;
2010;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;44.79;1254.08
;;;;;;
2010;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;11.46;320.87
;;;;;;
2010;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;137.77;3857.55
;;;;;;
2010;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;9.77;273.57
;;;;;;
2011;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;191.89;5372.78
;;;;;;
2011;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;2.15;60.34
;;;;;;
2011;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.40;11.16
;;;;;;
2011;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;31.19;873.34
;;;;;;
2011;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;99.03;2772.79
;;;;;;
2011;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;145.48;4073.46
;;;;;;
2011;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;46.40;1299.19
;;;;;;
2011;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;10.05;281.48
;;;;;;
2011;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;116.24;3254.77
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;8.95;250.56
;;;;;;
2012;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;179.10;5014.79
;;;;;;
2012;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;3.18;89.06
;;;;;;
2012;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.36;10.08
;;;;;;
2012;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;31.45;880.59
;;;;;;
2012;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;94.08;2634.28
;;;;;;
2012;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;131.85;3691.86
;;;;;;
2012;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;49.73;1392.55
;;;;;;
2012;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;8.69;243.39
;;;;;;
2012;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;138.06;3865.69
;;;;;;
2012;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;8.03;224.78
;;;;;;
2013;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;177.34;4965.62
;;;;;;
2013;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;2.88;80.75
;;;;;;
2013;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.31;8.73
;;;;;;
2013;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;31.31;876.56
;;;;;;
2013;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;90.61;2536.96
;;;;;;
2013;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;129.07;3614.09
;;;;;;
2013;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;48.82;1367.07
;;;;;;
2013;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;7.66;214.36
;;;;;;
2013;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;135.84;3803.50
;;;;;;
2013;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;7.62;213.23
;;;;;;
2014;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;182.33;5105.30
;;;;;;
2014;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;2.70;75.74
;;;;;;
2014;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.30;8.29
;;;;;;
2014;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;28.41;795.52
;;;;;;
2014;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;87.17;2440.87
;;;;;;
2014;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;131.47;3681.11
;;;;;;
2014;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;44.61;1248.98
;;;;;;
2014;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;7.02;196.55
;;;;;;
2014;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;131.61;3685.10
;;;;;;
2014;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;7.13;199.71
;;;;;;
2015;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;187.13;5239.69
;;;;;;
2015;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;2.68;75.17
;;;;;;
2015;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.28;7.87
;;;;;;
2015;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;26.14;731.92
;;;;;;
2015;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;91.94;2574.29
;;;;;;
2015;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;131.81;3690.81
;;;;;;
2015;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;41.51;1162.27
;;;;;;
2015;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;7.16;200.37
;;;;;;
2015;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;129.17;3616.65
;;;;;;
2015;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;6.24;174.78
;;;;;;
2016;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;177.62;4973.34
;;;;;;
2016;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;2.14;59.84
;;;;;;
2016;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.24;6.81
;;;;;;
2016;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;23.33;653.36
;;;;;;
2016;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;93.11;2607.20
;;;;;;
2016;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;128.10;3586.90
;;;;;;
2016;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;40.52;1134.43
;;;;;;
2016;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;6.87;192.41
;;;;;;
2016;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;122.54;3431.06
;;;;;;
2016;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;5.99;167.60
;;;;;;
2017;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;164.33;4601.19
;;;;;;
2017;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;1.86;52.06
;;;;;;
2017;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.26;7.24
;;;;;;
2017;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;21.50;601.98
;;;;;;
2017;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;89.54;2506.98
;;;;;;
2017;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;123.90;3469.17
;;;;;;
2017;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;38.68;1083.18
;;;;;;
2017;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;6.24;174.67
;;;;;;
2017;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;113.00;3164.06
;;;;;;
2017;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;5.43;152.06
;;;;;;
2018;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;173.47;4857.20
;;;;;;
2018;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;1.38;38.71
;;;;;;
2018;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.24;6.81
;;;;;;
2018;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;20.20;565.47
;;;;;;
2018;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;86.11;2411.08
;;;;;;
2018;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;139.31;3900.79
;;;;;;
2018;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;36.48;1021.48
;;;;;;
2018;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;5.48;153.34
;;;;;;
2018;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;104.88;2936.53
;;;;;;
2018;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;7.22;202.09
;;;;;;
2019;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;175.63;4917.77
;;;;;;
2019;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;1.18;33.05
;;;;;;
2019;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.23;6.38
;;;;;;
2019;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;20.41;571.50
;;;;;;
2019;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;82.20;2301.62
;;;;;;
2019;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;386.64;10826.04
;;;;;;
2019;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;45.52;1274.59
;;;;;;
2019;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;5.11;143.05
;;;;;;
2019;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;101.42;2839.73
;;;;;;
2019;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;7.82;218.91
;;;;;;
2020;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;167.90;4701.19
;;;;;;
2020;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.90;25.07
;;;;;;
2020;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.33;9.32
;;;;;;
2020;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;17.87;500.30
;;;;;;
2020;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;69.52;1946.69
;;;;;;
2020;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;452.64;12673.85
;;;;;;
2020;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;38.33;1073.31
;;;;;;
2020;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;5.89;164.82
;;;;;;
2020;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;87.55;2451.36
;;;;;;
2020;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;3.97;111.12
;;;;;;
2021;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;163.72;4584.07
;;;;;;
2021;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.55;15.54
;;;;;;
2021;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.32;8.88
;;;;;;
2021;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;16.48;461.54
;;;;;;
2021;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;66.07;1849.83
;;;;;;
2021;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;620.54;17375.20
;;;;;;
2021;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;34.36;962.04
;;;;;;
2021;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;5.38;150.60
;;;;;;
2021;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;81.92;2293.88
;;;;;;
2021;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;4.98;139.55
;;;;;;
2022;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;162.61;4553.00
;;;;;;
2022;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.77;21.64
;;;;;;
2022;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;0.21;6.02
;;;;;;
2022;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;17.61;493.08
;;;;;;
2022;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;65.18;1824.93
;;;;;;
2022;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;893.96;25030.81
;;;;;;
2022;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;31.72;888.24
;;;;;;
2022;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;5.61;157.14
;;;;;;
2022;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;80.44;2252.28
;;;;;;
2022;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;CH4;4.05;113.44
;;;;;;
2010;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;8.14
;;;;;;
2010;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.11
;;;;;;
2010;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.02
;;;;;;
2010;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;1.24
;;;;;;
2010;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;4.54
;;;;;;
2010;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;6.64
;;;;;;
2010;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;1.90
;;;;;;
2010;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.49
;;;;;;
2010;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.84
;;;;;;
2010;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.41
;;;;;;
2011;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;8.14
;;;;;;
2011;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.09
;;;;;;
2011;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.02
;;;;;;
2011;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;1.32
;;;;;;
2011;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;4.20
;;;;;;
2011;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;6.17
;;;;;;
2011;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;1.97
;;;;;;
2011;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.43
;;;;;;
2011;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;4.93
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.38
;;;;;;
2012;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;7.59
;;;;;;
2012;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.13
;;;;;;
2012;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.02
;;;;;;
2012;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;1.33
;;;;;;
2012;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;3.99
;;;;;;
2012;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.59
;;;;;;
2012;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;2.11
;;;;;;
2012;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.37
;;;;;;
2012;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.85
;;;;;;
2012;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.34
;;;;;;
2013;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;7.52
;;;;;;
2013;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.12
;;;;;;
2013;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.01
;;;;;;
2013;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;1.33
;;;;;;
2013;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;3.84
;;;;;;
2013;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.47
;;;;;;
2013;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;2.07
;;;;;;
2013;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.32
;;;;;;
2013;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.76
;;;;;;
2013;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.32
;;;;;;
2014;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;7.73
;;;;;;
2014;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.11
;;;;;;
2014;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.01
;;;;;;
2014;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;1.20
;;;;;;
2014;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;3.70
;;;;;;
2014;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.57
;;;;;;
2014;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;1.89
;;;;;;
2014;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.30
;;;;;;
2014;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.58
;;;;;;
2014;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.30
;;;;;;
2015;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;7.93
;;;;;;
2015;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.11
;;;;;;
2015;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.01
;;;;;;
2015;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;1.11
;;;;;;
2015;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;3.90
;;;;;;
2015;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.59
;;;;;;
2015;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;1.76
;;;;;;
2015;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.30
;;;;;;
2015;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.48
;;;;;;
2015;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.26
;;;;;;
2016;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;7.53
;;;;;;
2016;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.09
;;;;;;
2016;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.01
;;;;;;
2016;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.99
;;;;;;
2016;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;3.95
;;;;;;
2016;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.42
;;;;;;
2016;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;1.72
;;;;;;
2016;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.29
;;;;;;
2016;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.20
;;;;;;
2016;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.25
;;;;;;
2017;Chubut;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.03;6.97
;;;;;;
2017;Formosa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.08
;;;;;;
2017;Jujuy;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.01
;;;;;;
2017;La Pampa;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.91
;;;;;;
2017;Mendoza;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;3.80
;;;;;;
2017;Neuquoen;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;5.20
;;;;;;
2017;Ro­o Negro;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.01;1.64
;;;;;;
2017;Salta;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.00;0.26
;;;;;;
2017;Santa Cruz;Energo­a;1B. Emisiones fugitivas fabricacion de combustibles;N2O;0.02;4.79
;;;;;;
